training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
training	claim comic book fanatic read share guess m audience film disappointed run steam near end overflowing ideas like Lena Olin favorite actresses left cutting room floor little Hank Azarias REDACTED long way easy forgive faults film fun actors having blast roles especially William H Macy straight arrow Shoveler Janeane Garofalo Bowler unlike found design city joke funnier liked disco music choice bad guys appropriate	9	film_2	book_1	little_ADJ	of_ADP	Hank_PROPN	Azarias_PROPN	can_AUX	go_VERB	a_DET	long_ADJ
training	claim comic book fanatic read share guess m audience film disappointed run steam near end overflowing ideas like Lena Olin favorite actresses left cutting room floor little Hank Azarias Blue Raja long way easy forgive faults film fun actors having blast roles especially REDACTED straight arrow Shoveler Janeane Garofalo Bowler unlike found design city joke funnier liked disco music choice bad guys appropriate	15	film_2	book_1	with_ADP	their_PRON	roles_NOUN	especially_ADV	as_ADP	the_DET	straight_ADJ	arrow_NOUN
training	claim comic book fanatic read share guess m audience film disappointed run steam near end overflowing ideas like Lena Olin favorite actresses left cutting room floor little Hank Azarias Blue Raja long way easy forgive faults film fun actors having blast roles especially William H Macy straight arrow REDACTED Janeane Garofalo Bowler unlike found design city joke funnier liked disco music choice bad guys appropriate	8	film_2	book_1	as_SCONJ	the_DET	straight_ADJ	arrow_NOUN	and_CCONJ	Janeane_PROPN	Garofalo_PROPN	as_ADP
training	claim comic book fanatic read share guess m audience film disappointed run steam near end overflowing ideas like Lena Olin favorite actresses left cutting room floor little Hank Azarias Blue Raja long way easy forgive faults film fun actors having blast roles especially William H Macy straight arrow Shoveler REDACTED Bowler unlike found design city joke funnier liked disco music choice bad guys appropriate	16	film_2	book_1	straight_ADJ	arrow_NOUN	Shoveler_PROPN	and_CCONJ	as_ADP	The_DET	Bowler_PROPN	And_CCONJ
training	history movies based comic books Mystery Men underrated ones regular comic superhero movie follows exploits motley crew meaning wannabes include Mr Furious played REDACTED Bowler Janeane Garofalo Shoveller William H Macy Blue Rajah Hank Azariah Spleen Paul Reubens Mystery Men spoofs aspects superhero movies like Superman Batman pithy sayings questions secret identities superheroes billionaires like Bruce Wayne blue collar types menial jobs neurotic home lives looks director Kinka Usher making heroes average viewer relate found Mystery Men visually stimulating funny turn franchise joy watch	11	movies_2	superhero_2	Mr_PROPN	Furious_PROPN	played_VERB	by_ADP	the_DET	Bowler_PROPN	Janeane_PROPN	Garofalo_PROPN
training	expecting lot Mr Amitabh REDACTEDs role SARKAR disappointed Ram Gopal Vermas direction ready kind movie Sarkar supposed strong character movie shows Amitabh dependent power movie Tamil called Nayakan based theme GOD FATHER Kamala Hassan played lead movie directed power till end remains hands Kamala Hassan son Amitab helpless movie accepts instead changing things movie fails strong impact God Father	6	movie_6	power_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	expecting lot Mr REDACTED Bachans role SARKAR disappointed Ram Gopal Vermas direction ready kind movie Sarkar supposed strong character movie shows dependent power movie Tamil called Nayakan based theme GOD FATHER Kamala Hassan played lead movie directed power till end remains hands Kamala Hassan son Bachan helpless movie accepts instead changing things movie fails strong impact God Father	7	movie_6	power_2	a_DET	lot_NOUN	from_ADP	Mr_PROPN	Bachans_PROPN	role_NOUN	of_ADP	SARKAR_PROPN
training	expecting lot Mr Amitabh Bachans role SARKAR disappointed Ram Gopal Vermas direction ready kind movie Sarkar supposed strong character movie shows Amitabh dependent power movie Tamil called REDACTED based theme GOD FATHER Kamala Hassan played lead movie directed power till end remains hands Kamala Hassan son Amitabh Bachan helpless movie accepts instead changing things movie fails strong impact God Father	7	movie_6	power_2	movie_NOUN	in_ADP	Tamil_PROPN	called_VERB	based_VERB	on_ADP	the_DET	theme_NOUN
training	expecting lot Mr Amitabh Bachans role SARKAR disappointed Ram Gopal Vermas direction ready kind movie Sarkar supposed strong character movie shows Amitabh dependent power movie Tamil called Nayakan based theme GOD FATHER REDACTED played lead movie directed power till end remains hands son Amitabh Bachan helpless movie accepts instead changing things movie fails strong impact God Father	13	movie_6	power_2	of_ADP	GOD_PROPN	FATHER_PROPN	and_CCONJ	has_AUX	played_VERB	the_DET	lead_NOUN
training	expecting lot Mr REDACTED Bachans role SARKAR disappointed Ram Gopal Vermas direction ready kind movie Sarkar supposed strong character movie shows dependent power movie Tamil called Nayakan based theme GOD FATHER Kamala Hassan played lead movie directed power till end remains hands Kamala Hassan son	7	movie_4	power_2	a_DET	lot_NOUN	from_ADP	Mr_PROPN	Bachans_PROPN	role_NOUN	of_ADP	SARKAR_PROPN
validation	watched movie felt plastic bag slowly closing head acting horribly stifling REDACTED brilliant piece acting entire film guy play laid state coffin felt relief finally expecting film going real tragedy deep psychological intrigue aftermath stupid beginning climax ending rambling plastic bag kept getting worse Lets real awful movie	10	movie_2	bag_2	stifling_VERB	and_CCONJ	it_PRON	was_AUX	The_DET	most_ADV	brilliant_ADJ	piece_NOUN
validation	movie horrible corny REDACTED Agee rolling grave movie like book mockery movie want gag	5	movie_3	book_1	was_AUX	horrible_ADJ	and_CCONJ	corny_ADJ	Agee_PROPN	is_AUX	rolling_VERB	in_ADP
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer REDACTED Daniel Auteuil tells random stranger Dany Boon sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake Lecontes asset Julie Gayet Costes business partner Catherine looking swell sexy despite major mishap haircut	14	friendship_2	plot_2	be_AUX	likable_ADJ	art_NOUN	dealer_NOUN	Daniel_PROPN	Auteuil_PROPN	tells_VERB	a_DET
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste tells random stranger Dany Boon sums learn friendship REDACTED fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake Lecontes asset Julie Gayet Costes business partner Catherine looking swell sexy despite major mishap haircut	14	friendship_2	plot_2	nothing_PRON	about_ADP	friendship_NOUN	and_CCONJ	may_AUX	be_AUX	a_DET	fine_ADJ
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste Daniel Auteuil tells random stranger REDACTED sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake Lecontes asset Julie Gayet Costes business partner Catherine looking swell sexy despite major mishap haircut	9	friendship_2	plot_2	tells_VERB	a_DET	random_ADJ	stranger_NOUN	and_CCONJ	that_PRON	about_ADP	sums_VERB
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste REDACTED tells random stranger Dany Boon sums learn friendship	14	friendship_2	plot_2	dealer_NOUN	Fran_PROPN	ois_PROPN	Coste_PROPN	tells_VERB	a_DET	random_ADJ	stranger_NOUN
validation	Writer director Patrice takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste Daniel Auteuil tells random stranger Dany Boon sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake REDACTEDs asset Julie Gayet Costes business partner Catherine looking swell sexy despite major mishap haircut	7	friendship_2	plot_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer REDACTED Coste Daniel Auteuil tells random stranger Dany Boon sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster treasured Greek vase movie fake Lecontes asset Julie Gayet Costes business partner Catherine looking swell sexy despite major mishap haircut	8	friendship_2	plot_2	be_AUX	likable_ADJ	art_NOUN	dealer_NOUN	Coste_PROPN	Daniel_PROPN	Auteuil_PROPN	tells_VERB
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste Daniel Auteuil tells random stranger Dany Boon sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake Lecontes asset REDACTED Costes business partner Catherine looking swell sexy despite major mishap haircut	11	friendship_2	plot_2	Lecontes_PROPN	only_ADV	asset_NOUN	is_AUX	in_ADP	the_DET	part_NOUN	of_ADP
validation	Writer director Patrice Leconte takes universal potentially bottomless subject friendship turns flat meaningless farce despite list actors fine cinematography elegant production design plot plot laughable Teach likable art dealer Fran ois Coste Daniel Auteuil tells random stranger Dany Boon sums learn friendship Daniel Auteuil fine actor minute believe cut throat egoist script depends hope travesty Leconte pulls usual cathartic acts fast forwarding damage disaster Like Fran oiss treasured Greek vase movie fake Lecontes asset Julie Gayet Costes business partner REDACTED looking swell sexy despite major mishap haircut	9	friendship_2	plot_2	of_ADP	Costes_PROPN	business_NOUN	partner_NOUN	looking_VERB	swell_ADJ	and_CCONJ	sexy_ADJ
validation	taken premise film good REDACTED good film	5	premise_1	film_1	is_AUX	a_DET	good_ADJ	one_NOUN	does_AUX	not_PART	a_DET	good_ADJ
validation	loved gorgeous Greek scenery story follow harder follow movie imagine watching movie kind grip read book like probably wonder Australian REDACTED turned French Anne seemingly pointless changes story mysteries book chopped left movie saw came problems read book times recently watched granddaughter intelligent usually movies like amazed young Michael Caine Candace Bergen imagine watch scenery	7	movie_3	book_3	probably_ADV	wonder_VERB	why_SCONJ	Australian_ADJ	turned_VERB	into_ADP	French_PROPN	Anne_PROPN
validation	loved gorgeous Greek scenery story follow harder follow movie imagine watching movie kind grip read book like probably wonder Australian Allison turned French Anne seemingly pointless changes story mysteries book chopped left movie saw came problems read book times recently watched granddaughter intelligent usually movies like amazed young REDACTED Candace Bergen imagine watch scenery	13	movie_3	book_3	amazed_ADJ	at_ADP	how_SCONJ	young_ADJ	and_CCONJ	Candace_PROPN	Bergen_PROPN	were_AUX
validation	loved gorgeous Greek scenery story follow harder follow movie imagine watching movie kind grip read book like probably wonder Australian Allison turned French Anne seemingly pointless changes story mysteries book chopped left movie saw came problems read book times recently watched granddaughter intelligent usually movies like amazed young Michael Caine REDACTED imagine watch scenery	14	movie_3	book_3	young_ADJ	Michael_PROPN	Caine_PROPN	and_CCONJ	were_AUX	in_ADP	it_PRON	but_CCONJ
validation	MAGUS confusing puzzle solution sit enjoy scenery Set remote Greek island stars uptight REDACTED teacher working school boys gets caught mind games local wacko mystery man Anthony Quinn daffy girlfriend Candice Bergen Quinn looking like Pablo Picasso white hair striped sailor shirt actually pretty good Caine looks like s ready explode Bergen stunning British accent s good type thing Guy Greens direction fine infinite patience circular logic film enjoy real sour note casting effervescent Anna Karina completely joyless role Caines girlfriend seeing likes WOMAN WOMAN BAND APART presence jarring	13	girlfriend_2	WOMAN_2	stars_VERB	a_DET	very_ADV	uptight_ADJ	as_ADP	a_DET	teacher_NOUN	working_VERB
validation	REDACTED Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping Tobel clue left Tobel list dancing men break hidden code dancing men Holmes Moriarty Holmes prevent bomb site falling German hands saving England precision bombing techniques developed Tobels bomb site Watch enjoy	5	men_2	bomb_2	Empty	Empty	Empty	Empty	Rathbone_PROPN	and_CCONJ	Nigel_PROPN	Bruce_PROPN
validation	Basil Rathbone REDACTED return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping Tobel clue left Tobel list dancing men break hidden code dancing men Holmes Moriarty Holmes prevent bomb site falling German hands saving England precision bombing techniques developed Tobels bomb site Watch enjoy	11	men_2	bomb_2	Empty	Empty	Rathbone_PROPN	and_CCONJ	return_NOUN	as_ADP	Sherlock_PROPN	Holmes_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Dr Watson superior tale REDACTED battling rd Reich mastermind genius Professor Moriarty film opens Switzerland disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping Tobel clue left Tobel list dancing men break hidden code dancing men	6	men_2	tale_1	this_DET	superior_ADJ	tale_NOUN	of_ADP	battling_VERB	the_DET	rd_X	Reich_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr REDACTED Bomb Site England Germans kidnap Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping clue left list dancing men break hidden code dancing men Holmes Moriarty Holmes prevent bomb site falling German hands saving England precision bombing	5	men_2	tale_1	He_PRON	must_AUX	bring_VERB	Dr_PROPN	and_CCONJ	the_DET	Bomb_PROPN	Site_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Holmes succeeds Germans recuit evil Professor Moriarty manages outwit REDACTED yard LeStrad Dennis Hoey kidnapping Tobel clue left Tobel list dancing men break hidden code dancing men Holmes Moriarty Holmes prevent bomb site falling German hands saving England precision bombing techniques developed Tobels bomb site Watch enjoy	8	men_2	bomb_2	Moriarty_PROPN	manages_VERB	to_PART	outwit_VERB	yard_NOUN	and_CCONJ	LeStrad_PROPN	Dennis_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad REDACTED kidnapping Tobel clue left Tobel list dancing men break hidden code dancing men Holmes Moriarty Holmes prevent bomb site falling German hands saving England precision bombing techniques developed Tobels bomb site Watch enjoy	11	men_2	bomb_2	Scotland_PROPN	yard_NOUN	and_CCONJ	LeStrad_PROPN	by_ADP	kidnapping_VERB	Tobel_PROPN	The_DET
validation	Basil Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr REDACTED Bomb Site England Germans kidnap Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping REDACTED clue left list dancing men break hidden code dancing men	10	men_2	tale_1	He_PRON	must_AUX	bring_VERB	Dr_PROPN	and_CCONJ	the_DET	Bomb_PROPN	Site_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Dr Watson superior tale REDACTED battling rd Reich mastermind genius Professor Moriarty film opens Switzerland disguise old bookseller bring Dr Tobel Tobel Bomb Site England Germans kidnap Tobel Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping Tobel clue left Tobel list dancing men break hidden code dancing	6	tale_1	rd_1	this_DET	superior_ADJ	tale_NOUN	of_ADP	battling_VERB	the_DET	rd_X	Reich_PROPN
validation	Basil Rathbone Nigel Bruce return Sherlock Holmes Dr Watson superior tale Holmes battling rd Reich mastermind genius Professor Moriarty film opens Switzerland Holmes disguise old bookseller bring Dr REDACTED Holmes succeeds Germans recuit evil Professor Moriarty manages outwit Scotland yard LeStrad Dennis Hoey kidnapping Holmes prevent bomb site falling German hands saving England precision bombing techniques developed bomb site Watch enjoy	5	bomb_2	site_2	He_PRON	must_AUX	bring_VERB	Dr_PROPN	Holmes_PROPN	succeeds_VERB	and_CCONJ	the_DET
validation	great late night movie mean truly enjoyed playing VHS copy DVD Copy nights bedtime insomnia s movie makes fun watch repeated viewings fun REDACTED Secret Weapon wearing disguises fool bad guys Holmess assistant Nigel Bruce Watson housekeeper Mary Gordon espionage code cracking WW II theme	14	movie_2	night_1	be_AUX	the_DET	fun_NOUN	that_PRON	has_AUX	in_ADP	The_DET	Secret_PROPN
validation	s Man funniest movie seen laughed hard crying romantic Channing REDACTED absolutely gorgeous act sure hurt shirtless scenes Channing Amanda amazing chemistry absolutely wonderful love movie watch sure watch deleted scene huge mistake cut scene best scenes movie highly recommend movie Amanda funnier Channing going huge star bright new star	5	movie_4	scenes_2	also_ADV	very_ADV	romantic_ADJ	Channing_PROPN	is_AUX	absolutely_ADV	gorgeous_ADJ	and_CCONJ
validation	think movie amazing problem song want find find starts minutes coach said u runt family looks fat kid takes hat says song starts like know email add comment REDACTED Ziga Zow lines think amazing dance track love song use break dancing lessons starts jumping running orange fast stepper things football training help run faster	15	song_3	movie_1	add_VERB	a_DET	comment_NOUN	It_PRON	Ziga_PROPN	Zow_PROPN	something_PRON	along_ADP
validation	think movie amazing problem song want find find starts minutes coach said u runt family looks fat kid takes hat says song starts like know email add comment Starts Zaga Zow REDACTED lines think amazing dance track love song use break dancing lessons starts jumping running orange fast stepper things football training help run faster	8	song_3	movie_1	It_PRON	Starts_VERB	Zaga_PROPN	Zow_PROPN	something_PRON	along_ADP	those_DET	lines_NOUN
validation	classic American movie combination comedy romance dream lots kind films believe ll find good directed scripted played REDACTED Byness crazily amazing s humor cute charming inside outside screen s MAN message pursue fairy tale mean byfairy tale prince princess indicates faith tells hold faith dream things regret life movies miss life	6	dream_2	tale_2	directed_VERB	scripted_VERB	and_CCONJ	played_VERB	Byness_PROPN	just_ADV	crazily_ADV	amazing_ADJ
testing	like know French Italians love hate like glimpse history drives lifetime watch REDACTEDs film original language course look wonderful Monica Bellucci finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely Sabrina Impacciatore Daniel Auteuil definitely shoes Napoleon lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	5	language_2	glimpse_1	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
testing	like know French Italians love hate like glimpse history drives lifetime watch Virzis film original language course look wonderful REDACTED finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely Sabrina Impacciatore Daniel Auteuil definitely shoes Napoleon lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	15	language_2	glimpse_1	look_VERB	at_ADP	a_DET	wonderful_ADJ	who_PRON	finally_ADV	speaks_VERB	her_PRON
testing	like know French Italians love hate like glimpse history drives lifetime watch Virzis film original language course look wonderful Monica Bellucci finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely REDACTED Daniel Auteuil definitely shoes Napoleon lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	20	language_2	glimpse_1	characters_NOUN	speaking_VERB	Livornese_PROPN	lovely_ADJ	and_CCONJ	all_DET	the_DET	others_NOUN
testing	like know French Italians love hate like glimpse history drives lifetime watch Virzis film original language course look wonderful Monica Bellucci finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely Sabrina Impacciatore REDACTED Auteuil definitely shoes Napoleon lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	6	language_2	glimpse_1	and_CCONJ	all_DET	the_DET	others_NOUN	Auteuil_PROPN	definitely_ADV	in_ADP	his_PRON
testing	like know French Italians love hate like glimpse history drives lifetime watch Virzis film original language course look wonderful Monica Bellucci finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely Sabrina Impacciatore Daniel REDACTED definitely shoes Napoleon lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	7	language_2	glimpse_1	all_DET	the_DET	others_NOUN	Daniel_PROPN	definitely_ADV	in_ADP	his_PRON	shoes_NOUN
testing	like know French Italians love hate like glimpse history drives lifetime watch Virzis film original language course look wonderful Monica Bellucci finally speaks native language Citt di Castello Umbria border Tuscany rest characters speaking Livornese lovely Sabrina Impacciatore Daniel Auteuil definitely shoes REDACTED lot fun real fresco Elba Island landscape picture political reasons kill leave alive tyrant good times	8	language_2	glimpse_1	in_ADP	his_PRON	shoes_NOUN	with_ADP	A_DET	lot_NOUN	of_ADP	fun_NOUN
testing	game exactly best N game Sure good s players players fun thing remote mines people kill half game levels save REDACTED ll limit use remote mines levels gets boring graphics exactly reach level Super Mario Mario Kart talking great multiplayer st person shooter ll Perfect Dark play multiplayer	7	game_2	players_2	you_PRON	have_VERB	to_PART	save_VERB	so_SCONJ	you_PRON	ll_AUX	have_VERB
testing	game exactly best N game Sure good s players players fun thing remote mines people kill half game levels save Natalya ll limit use remote mines levels gets boring graphics exactly reach level REDACTED Mario Kart talking great multiplayer st person shooter ll Perfect Dark play multiplayer	11	game_2	players_2	reach_VERB	the_DET	level_NOUN	of_ADP	or_CCONJ	even_ADV	Mario_PROPN	Kart_PROPN
testing	game exactly best N game Sure good s players players fun thing remote mines people kill half game levels save Natalya ll limit use remote mines levels gets boring graphics exactly reach level Super Mario REDACTED talking great multiplayer st person shooter ll Perfect Dark play multiplayer	10	game_2	players_2	Super_PROPN	Mario_PROPN	or_CCONJ	even_ADV	And_CCONJ	if_SCONJ	you_PRON	re_AUX
testing	game exactly best N game Sure good s players players fun thing remote mines people kill half game levels save Natalya ll limit use remote mines levels gets boring graphics exactly reach level Super Mario Mario Kart talking great multiplayer st person shooter ll REDACTED play multiplayer	12	game_2	players_2	have_VERB	to_PART	go_VERB	with_ADP	At_ADP	least_ADJ	you_PRON	can_AUX
training	enjoy movie found crude vulgar reason felt misogynistic women movie appear find characters likable point maybe m missing movie pretty waste time productive enjoyable like face pin cushion James garner thing C Thomas Howell REDACTED James Cromwell wasted m sure low point respective careers Jennilee Harrison later years Threes Company movie nice non ditsy role rise mediocre script Tank	13	movie_4	point_2	C_PROPN	Thomas_PROPN	Howell_PROPN	and_CCONJ	and_CCONJ	James_PROPN	Cromwell_PROPN	all_PRON
training	enjoy movie found crude vulgar reason felt misogynistic women movie appear find characters likable point maybe m missing movie pretty waste time productive enjoyable like face pin cushion REDACTED garner thing C Thomas Howell Shirley Jones Cromwell wasted m sure low point respective careers Jennilee Harrison later years Threes Company movie nice non ditsy role rise mediocre script Tank	5	movie_4	point_2	as_ADP	a_DET	pin_NOUN	cushion_NOUN	garner_NOUN	is_AUX	in_ADP	this_DET
training	enjoy movie found crude vulgar reason felt misogynistic women movie appear find characters likable point maybe m missing movie pretty waste time productive enjoyable like face pin cushion James garner thing C Thomas Howell Shirley Jones James Cromwell wasted m sure low point respective careers Jennilee REDACTED later years Threes Company movie nice non ditsy role rise mediocre script Tank	8	movie_4	point_2	their_PRON	respective_ADJ	careers_NOUN	Jennilee_PROPN	from_ADP	the_DET	later_ADJ	years_NOUN
training	enjoy movie found crude vulgar reason felt misogynistic women movie appear find characters likable point maybe m missing movie pretty waste time productive enjoyable like face pin cushion James garner thing C Thomas Howell Shirley Jones James Cromwell wasted m sure low point respective careers Jennilee Harrison later years Threes Company movie nice non ditsy role rise mediocre script REDACTED	4	movie_4	point_2	mediocre_ADJ	script_NOUN	for_ADP	me_PRON	is_AUX	a_PRON	Empty	Empty
training	movie truly worst pieces garbage surprising completely terrible stand mind numbing plot character development direction kick soundtrack appalling funny movie begins terribly quickly unwatchable involved movie sort consolation career probably ruined involvement movie end seeing movie seen feel pain words come late REDACTED away costs realize movie bad waste hours life clean viewing	4	movie_6	pieces_1	late_ADV	For_SCONJ	anyone_PRON	else_ADV	away_ADV	at_ADP	all_DET	costs_NOUN
training	enjoyed previous Ittenbach movie d seen Burning REDACTED movie grim nasty Premutos play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing Peter Jacksons movies especially Braindead looking Jackson similar budget Bad Taste clear Ittenbach lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	4	movie_3	money_2	I_PRON	d_ADV	seen_VERB	Burning_VERB	But_CCONJ	while_SCONJ	that_DET	movie_NOUN
training	enjoyed previous Ittenbach movie d seen Burning Moon movie grim nasty Premutos play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing Peter Jacksons movies especially Braindead looking Jackson similar budget Bad Taste clear REDACTED lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	9	movie_3	money_2	Bad_PROPN	Taste_PROPN	its_PRON	clear_ADJ	is_AUX	lacking_VERB	one_NUM	thing_NOUN
training	enjoyed previous Ittenbach movie d seen Burning Moon movie grim nasty Premutos play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing REDACTEDs movies especially Braindead looking Jackson similar budget Bad Taste clear Ittenbach lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	13	movie_3	money_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	enjoyed previous Ittenbach movie d seen Burning Moon movie grim nasty Premutos play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing Peter REDACTEDs movies especially Braindead looking Jackson similar budget Bad Taste clear Ittenbach lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	7	movie_3	money_2	Empty	Empty	Empty	Empty	Empty	Empty	Empty	Empty
training	enjoyed previous Ittenbach movie d seen Burning Moon movie grim nasty Premutos play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing Peter Jacksons movies especially Braindead looking Jackson similar budget REDACTED clear Ittenbach lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	9	movie_3	money_2	a_DET	similar_ADJ	budget_NOUN	in_ADP	its_PRON	clear_ADJ	Ittenbach_PROPN	is_AUX
training	enjoyed previous Ittenbach movie d seen Burning Moon movie grim nasty REDACTED play laughs admirable Ittenbach movie money spare time DVD documentary worthwhile found constantly battling fast forward gore scene Sure s gore s want ahead enjoy warned s inordinate lame comedy tedious story exposition comparing Peter Jacksons movies especially Braindead looking Jackson similar budget Bad Taste clear Ittenbach lacking thing Jackson talent pretty good plentiful gore effects getting limited resources worth money paid	8	movie_3	money_2	rather_ADV	grim_ADJ	and_CCONJ	nasty_ADJ	seems_VERB	to_PART	mostly_ADV	play_VERB
training	seen Lady REDACTED appeared remember cherish truth notwithstanding base true story screen play silly unbelievable real merit picture cast constellation best supporting players s s background delicate intelligent work underrated Miriam Hopkins wonderful spectacular performance Claude Rains usual best thing picture actor won Oscar good company Chaplin Garbo Hitchcock Lady Red Hair contains best work films enjoy	8	picture_2	work_2	had_AUX	seen_VERB	Lady_PROPN	with_ADP	back_ADV	when_SCONJ	it_PRON	appeared_VERB
