github	type	name	context
SarahBrown	training	Boris	You couldn't help but feel █████' father's exasperation and sorrow as he upbraids his son for such foolishness as volunteering to serve in the great war.
SarahBrown	validation	Boris	█████' brother is revealed as the piano playing anti-soviet slacker that someone who steals his brother's wife-to-be would have to be.
SarahBrown	training	Marion Davies	"Make sure you read her lips as there is no title card indicating what she is saying when she sees █████████████ but it is something to the effect of ""I don't think I like her!"""
SarahBrown	training	Harry Potter	The 14 year-old in me is immensely happy that they're now able to make really good looking fantasy movies, and that they're all the rage, what with Lord of the Rings, ████████████ and The Chronicles of Narnia making loads of cash at the box office.
SarahBrown	validation	Neil Gaiman	Stardust, based on a novel by ███████████, showed up in theaters this week with little more than a peep.
SarahBrown	testing	Bourne	I wouldn't even have seen it if not for the fact that I have to wait on a friend to see The ██████ Ultimatum, and that nothing else interesting opened this weekend.
SarahBrown	training	Stardust	Well, if you'll forgive the horrible pun, the stars must have been rightly aligned, because I went to see ████████, and I loved it.
SarahBrown	training	Brady	Quirky and often surprising, this is not the best of █████'s films (Kiss Kiss Bang Bang is by far the funniest), though it does have a unique charm.
SarahBrown	training	von Trier	In 50 years, when █████████ retires, he will be looked upon as the pre-eminent film artist from Europe (perhaps from the planet), and there will be classes taught in his name.
SarahBrown	validation	von Trier's	So the key to interpreting Europa, almost a sequel of sorts to The Element of Crime, is that we are deep in our/███████████ subconscious, and the symbols there are to be interpreted within ourselves and will likely be different for everyone.
SarahBrown	training	Manuel Tur	To his surprise, ██████████, one of his boyhood friends is also being treated, and the young girl that was not welcomed to participate in their games is now one of the nuns that supervise their health care.
SarahBrown	training	Jim	███, AKA Kid Wichita, has a way of making things happen, only trouble is, he usually leaves dead bodies where he's been.
SarahBrown	validation	John Barrymore Jr.	The opening credits state 'Introducing ██████████████████ as the Younger Brother', in this his very first screen appearance.
SarahBrown	testing	Jeff	That seemed rather odd to me, particularly since he was addressed as ████ almost immediately into the story.
SarahBrown	training	Drew Barrymore	No stranger to personal and legal problems throughout his career as well as estrangement from his family, I was left wondering if his daughter ██████████████ might have ever seen this picture.
SarahBrown	validation	George Kerby	Knowing Sterling previously only from his role as ████████████ in the early 1950's TV series 'Topper', I thought he looked out of place in a Western, but that might just be me.
SarahBrown	training	Maurice Richard	It takes everybody into a first-person experience of the culture, to the point that you wish you glued your hair in place and lived, breathed, and ate everything ███████████████.
SarahBrown	training	Acrobatty Bunny'	Although the circus-based setting may evoke hideous memories of McKimson's dreadful 'Big Top Bunny', '████████████████ is in fact nowhere near as dull as that travesty.
SarahBrown	validation	Acrobatty Bunny'	Pitting Bugs Bunny against a ferocious lion, '████████████████ is fresh and funny from the outset, not to mention extremely attractive to look at.
SarahBrown	testing	Acrobatty Bunny'	I've never been fond of the circus as a setting for cartoons and find it usually makes for a dull and predictable set of gags but '████████████████ breaks from the mould and the result is an exhilaratingly funny short which stands amongst McKimson's best.
SarahBrown	training	Jodie	"Where other young female actors of that era turned to sexual puerility disguised as comedy (""Little Darlings"", anyone?), █████ went for a depressing and tragic tale of teens dragged to their demise by the powerful allure of temptation and addiction."
SarahBrown	validation	Jodie Foster	But ████████████ continued to show her chops as a real adult actor (a trend started when she was very young in Taxi Driver).
SarahBrown	training	Sammo	A sequence in which █████'s pedicab is chased by a car is beautifully staged and sweetened with a sharp, comic tone.
SarahBrown	validation	Billy Chow	The director/actor's assault on ██████████ and a house filled with angry, menacing opponents is a bone-cracking, physically punishing delight.
SarahBrown	training	Charlie Cox	███████████ (I had never heard of him until now) played an incredibly good leading man; he was so earnest and romantic, me and my friend that saw the movie with me totally fell in love with him.
SarahBrown	training	Ingmar Bergman	And those who've seen it before will probably watch it again; those who are expecting ██████████████ and will subsequently become indignant about their wasted time should just skip it.
SarahBrown	training	David Boreanaz	██████████████, whom is the main reason I saw this movie, had a pretty small role, but he played it well.
SarahBrown	training	Jesse	"There is not much more I can say about this movie than all of the commentaries on page one, except - as █████ says - ""it's the berries""."
SarahBrown	validation	Robert Redford	Maybe ██████████████ did hold strict sway onto the actors/actresses during the filming of this movie, so that the beauty of the story would not get lost.
SarahBrown	testing	Tom Skeritt	This is the third film I've seen in which ███████████ (?) plays a father, all different styles and brilliantly acted.
SarahBrown	training	Nicole Kidman	"The third entry in the ""Stepford"" franchise, but apparently the three made-for-TV obscure sequels are incredibly obscure and hard to trace down, whereas the 70's original as well as the blockbuster remake with █████████████ are commonly known and very popular."
SarahBrown	validation	Stepford	"The main difference here, like the title implies, is that not just the liberated wives but also the rebellious and punk teenage offspring in town undergoes the typical and highly effective ""████████ treatment"", licensed by the local Men's Association."
SarahBrown	testing	Harding	The ███████ family is all packed and ready to move from the grisly city of New York to the small and peaceful community of Stepford.
SarahBrown	training	Dominic Monaghan	I had no idea what this film was about or even knew that it existed until about 1 month ago when I stumbled upon when I was searching for other films that stared ████████████████.
SarahBrown	validation	Dom	I thought this film was a strange insight into the mind of a none sleeper and what his/her mind may be going through in the hours that they spend awake when the rest of the world around them is asleep,it was an interesting film and a good part was played by ███.......I believe that even though this film you cannot buy anywhere (well I've never seen it anywhere)
SarahBrown	training	Scott Bakula	████████████ played a typical first time captain in deep space and his unpolished way of doing things was a refreshing change to the already know everything captains from before.
SarahBrown	training	Kelly	I wouldn't say you need any knowledge of the █████ saga to stay with the flow of this movie but to comprehend the happenings and attitudes of the time you will require a bit of basic historical knowledge.
SarahBrown	validation	Gregor Jordan	█████████████ said in the extra feature on the DVD that he wanted his movie to 'inspire an interest', and that is exactly what happened with me so this movie gets the thumbs up here.
SarahBrown	training	Donna Summer	"Even the main song of the movie (""On the Radio"" by ████████████) was a big hit before this came out."
SarahBrown	validation	Scott Baio	Even ██████████ (who has a small role as a friend of the girls) more or less realistically played a teen boy.
SarahBrown	training	Jacques Audiard's	Having written over five hundred reviews, I have never found myself at such a loss of words as I did with director █████████████████ subtle, yet inspirational love story.
SarahBrown	validation	Carla	As a viewer, you are pulled in instantly by Emmanuelle Devos' portrayal of this fragile woman named █████, whose strength is lost to the males in her office as well as her hearing difficulty.
SarahBrown	testing	Devos	█████' solemn and homely look is breathtaking, as she changes her image for Paul; the truth of her beauty is discovered.
SarahBrown	training	Paul	████, the wildcard in the film, continues to seemingly use and abuse the friendship for his final endgame.
SarahBrown	training	Saura	Seeing this very beautiful film sharpens my complaint that virtually none of the films of █████ are available on DVD in the USA.
SarahBrown	validation	Carmen	"I am thinking here particularly of his flamenco version of ""██████,"" a spectacular work of art that is available in Europe but not here (European DVD's won't play on American DVD players)."
SarahBrown	training	Wook	If you have seen ████'s previous works/movies you know he is very visual (in a good way) and it shows again here.
SarahBrown	training	Odysseus	I was moved by the plight of ████████ and his followers; touched by the drama of the fall of Troy (which was felt but not seen); intrigued by the way the gods played with the fate of mortals.
SarahBrown	validation	Homer	As in █████'s work, they act through mortal agents or, rarely, are represented by classical statuary).
SarahBrown	training	Jimmy Smits	The story revolves around Nanny's relationships with all kinds of people, played by some of the best actors in the business (I purposely did not say black actors--this ensemble is a stunning array of talent who happen to be black, except for ███████████, of course)
SarahBrown	training	Pasolini	The clothing is linen, wool and fur, the settings stony and bare, everything is somewhat rugged and primitive, a bit what you would find in Cacoyannis or ████████ movies, and it makes it all the more authentic.
SarahBrown	validation	Penelope	He finally comes back to his homeland Ithaca after 20 years, and it all ends dramatically with the killing of the pretenders of his faithful spouse ████████.
SarahBrown	testing	Kirk Douglas	"The one by Camerini in 1955 starring ████████████ is a classic sword-and-sandal like ""the 10 Commandments"", but not as impressive and very short for such a complex story."
SarahBrown	training	Nero	"Once again, Bugs faces dumb opponent, one he calls ""████,"" but lion is fierce and Bugs will need all his wits and somewhat-fake bravado to fend off this beast."
SarahBrown	training	Marion	"They appear together in cheap comedies until ██████ is ""discovered"" and becomes a big dramatic star."
SarahBrown	training	Spielberg	What I love about this movie is █████████'s ability to make it very realistic despite the fact that it was based on a book.
SarahBrown	validation	Danny Glover	Furthermore, ████████████ was excellent as Mr. And usually, he's just himself throughout most of his movies.
SarahBrown	training	Terry Gilliam	Probably a bit much for normal American kids, and really it's a stretch to call this a kid's film, this movie reminded me a quite a bit of Time Bandits - very █████████████ all the way through.
SarahBrown	validation	Miike	And while the ending does have a bit of an ambiguous aspect that are common of █████'s work, the layers of meaning and metaphor, particularly the anti-war / anti-revenge message of human folly, is pretty damn poignant.
SarahBrown	training	La Maman et la putain	Since my third or fourth viewing some time ago, I've abstained from █████████████████████ while I wait for the DVD.
SarahBrown	validation	Le Père Noël	The latter ends with a frustrating filmography, eleven films, fiction, doc, and in-between, impossible to see or, in the cases of Mes petites amoureuses and ████████████..., re-see.
SarahBrown	testing	Alexandre	█████████'s always choreographing himself, worrying about how or where to stand or walk, what to say when, announcing these decisions to who have to care less than he does what he does.
SarahBrown	training	Irma Vep	Isn't he still doing it, whatever it is, in recent roles, ████████, Le Pornographe, whatever, approaching old age?
SarahBrown	validation	Léaud	For a long while, every three or five minutes, down the aisle would come a twenty-something male in scarf, tweedy coat, █████ hair, with a direction-seeking nose.
SarahBrown	training	Toni	In the next scene on the party with pictures in red this feeling is going on- than ████ goes away...
SarahBrown	training	Villaronga	For this viewer these scenes are of utmost importance and Director ██████████ is to be applauded for his perseverance and bravery in making this story so intense.
SarahBrown	training	Hayworth	I'm not a big fan of musicals, but I was always enamored of Ms. ████████'s looks, so I thought I'd give it a try.
SarahBrown	validation	Gilda	She's never looked lovelier in a film (with the possible exception of '█████', where she is sex symbol par excellence).
SarahBrown	training	Saura	I have seen a lot of █████ films and always found amazing the way he assembles music, dance, drama and great cinema in his movies.
SarahBrown	validation	Saura	The interest of █████ on the bridge between classical and contemporary music and dance is one more ingredient in turning this movie maybe the most aesthetically exciting among his other works.
SarahBrown	training	Mehta	These two genres (i.e. deep meaningful alternative-love story and comic satire) usually mix together just as well as oil and water do, but █████ (somehow) manages to achieve the balance to near perfection.
SarahBrown	validation	Mehta	While developing her primary subject matter, █████ manages to achieve this secondary theme skillfully.
SarahBrown	training	Wifes	You may have serious doubts about watching the third sequel to The Stepford █████, but this is an absolute classic.
SarahBrown	training	Stardust	Although ████████ seems to be a fantasy film with predictable ending and average performances, it is certainly not.
SarahBrown	validation	Yvaine	We also know that the true love is ██████ and not Victoria , the material girl who is shallow and manipulative.
SarahBrown	testing	Stardust	The rest of the cast are well known actors and actresses which of course make ████████ an interesting and ''high classed'' movie Overall , the movie is FANTASTIC, the locations magical and the plot interesting.
SarahBrown	training	Andrews	"The opening song by Ms. ███████, ""Whistling Away the Dark,"" will always be in the back roads of my mind."
SarahBrown	training	Steven Spielberg	Not only is ████████████████ the most incredible director of all time but his versatility shines through in this film.
SarahBrown	training	Tobias Wolff	The topics it addresses are ugly, cynical, and at times, even macabre, but the film remains beautiful in its language, artful with its camera angles, and gorgeous in its style, skillfully recreating the short story of the same name written by a master of short stories, ████████████.
SarahBrown	validation	Tom Noonan	This movie, of its own volition, has created in me the same feelings the main character (██████████) felt when words transformed his very existence, and that is one impressive feat.
SarahBrown	training	John McIntire	█████████████ is excellent as the law of Skagway with due respect for the trappings of justice over the reality of it.
SarahBrown	training	Rita Hayworth	Although a musical, I thought █████████████ did a fine performance of dramatic acting in this film as well.
SarahBrown	training	David Niven	███████████ plays the RAF bomber pilot who misses his own death but is granted a second chance at life when heaven notices that he is AWOL and dispatches an angel to investigate.
SarahBrown	training	Jabba the Hutt	 The starting point of the movie was almost like Episode IV--spacey cabaret music and thoughts of a cabaret place, where the seriousness of mobster ██████████████ was getting even more serious.
SarahBrown	validation	Luke	He ordered ████ to die in a basement pit by the bone-crushing teeth of Bantha, who looked almost like a cross between a bear and a shark.
SarahBrown	testing	Lando	Once it fired, the rebel fleet's only hope was that the Death Star's deflector shield was going to be knocked out, and this affected █████ so much because he wanted to destroy the Death Star
SarahBrown	training	Chewbacca	For instance, █████████, as well as another Ewok, was able to commandeer one of the walkers (and actually used that to destroy from behind one of the walkers), and the other Ewoks used logs to knock out two other walkers.
SarahBrown	training	Jeremy Sumpter	██████████████ does an excellent job as a teenager with a passion for baseball, I believe a lot of us could relate to his awe and sometimes tunnel vision for the team that he always wanted to a part of.
SarahBrown	training	Scott	█████ has the artistic talent and acting ability to play any role and keep the character unique to himself.
SarahBrown	training	Roger Corman's	One of b- and c-movie producer ██████████████ greatest cult classics was the Ramones vehicle (originally designated for Cheap Trick), Rock N' Roll High School.
SarahBrown	validation	Napoleon Dynamite	It's just a simple, technically dated story (but would serve up extra doses of nostalgia humor considering these were the kind of things that made █████████████████ characters funny--see Eaglebauer's van) about teenagers who love rock n' roll.
SarahBrown	testing	Togar	A Ramones fanatic, she has written some songs (including Rock N' Roll High School) that she wants to give to the Ramones, and in trying to do so, is rebuffed by Miss █████ who does all she can to keep her from going to see the Ramones play in town.
SarahBrown	training	Corey Feldman	I would recommend passing on the █████████████ vehicle, Rock N' Roll High School Forever, released nearly a decade later.
SarahBrown	training	Gloria Swanson	Rather than kidding her own image, as has been suggested here, to me it seems a satire on ██████████████, who did start off in slapstick comedies, went on to highly emotional women's pictures and did end up marrying a Count.
SarahBrown	validation	Gloria Swanson	Marion, a top mimic, also did a funny rabbit imitation whenever she wanted to be seen as grand, that was ██████████████ spot on!!!
SarahBrown	testing	Peggy	█████ thinks she is going to be a great dramatic actress but the studio think she is a fantastic comic.
SarahBrown	training	Peggy	It seems her films are a flop and no theatres want to book them - the public are tired of her mannerisms and want the old █████ back.
SarahBrown	validation	William Haines	██████████████, another actor whose movies I had always wanted to see, was great - especially in the cafeteria scene , he had wonderful comic timing.
SarahBrown	training	Gialli	With ██████ and Gothic Tales being my two favorite sub-genres in Horror, I was looking forward to seeing this film for quite a while, and even though my expectations were high, this masterpiece surpassed my greatest hopes.
SarahBrown	validation	Barbara Bouchet	"An incredibly mesmerizing Giallo with strong Gothic elements, ""The Red Queen"" delivers everything one could hope for in either sub-genre: An inventive and incredibly compelling plot, spine-chilling suspense, a sublimely uncanny setting and a genuinely creepy atmosphere, eerily lush colors, stylish murders, a brilliant score, and, not least, a ravishing female cast lead by the stunningly beautiful ███████████████ - this film simply is one of the most outstanding combinations of elegant beauty and pure terror."
SarahBrown	testing	Miraglia	"Director ████████ had already proved his incredible talent for style, atmosphere and colorful creepiness with ""The Night Evelyn Came Out of the Grave"" and he makes use of these elements even far more effectively in this gem."
SarahBrown	training	Grandfather	The haunting painting in the ███████████'s castle alone is capable of giving the viewer the goosebumps.
SarahBrown	validation	Barbara Bouchet	The ravishing ███████████████ (one of my favorite actresses) must be one of the most stunningly beautiful ladies ever to appear on screen, and she is a great actress too.
SarahBrown	testing	Bruno Nicolai's	███████████████ mesmerizing score is as memorable as it gets, and makes the film's intensely eerie atmosphere even more haunting.
SarahBrown	training	Gialli	"""The Red Queen Kills Seven Times"" is an absolute masterpiece that easily ranks among the finest ██████ ever made, and a top-priority for every fan of Horror and/or Italian cinema to see."
SarahBrown	training	George C. Scott	"The only other 2 Ghost Stories to even come close was the ORIGINAL "" The Haunting "" and ███████████████ in "" The Changling "" ."
SarahBrown	training	Alexandre	"Sadly, no memorable quotes here, but this one's my favorite: █████████: If you're leaving someone that you have loved, you have to say what I'm telling you now: ""Farewell, I'm going."""
SarahBrown	validation	Alexandre	There is so much tactics involved in the relationships between █████████ and the others, and yet everyone longs for a little bit more truth.
SarahBrown	training	Gundam	"The first ""side-story"" in the universal century ██████ universe presents a refreshing new look at the war between earth and the space colonies."
SarahBrown	validation	Alfred	██████ is your typical everyday kid who plays violent computer games and thinks the armed forces is cool.
SarahBrown	testing	Gundam	"Each are beautifully animated on a level that surpasses that of an OVA and are sure to satisfy the craving for some ""mandatory"" mobile suit battles in a ██████ series."
SarahBrown	training	Alfred	Not only do the characters, whom all except ██████ are caucasian, sound more believable in English but the performances of the English voice cast are on par and even surpass the Japanese one, instilling each character with such realistic emotions and intonations that they sound just the acting in some live action TV dramas.
SarahBrown	training	David	While defending the Aborigines, █████ learns the last wave theory, and begins to wonder whether it's just mythology.
SarahBrown	validation	David Gulpilil	"Aboriginal actor ██████████████ (whom you may have seen in ""Walkabout"", ""Crocodile Dundee"" and ""Rabbit-Proof Fence"") provides an interesting supporting role as one of the defendants."
SarahBrown	training	Courtney	This film has its detractors, and ████████'s fey dresser may offend some folks (who, frankly, need a good smack upside the head) -- but the film is top notch in every way: engaging, poignant, relevant.
SarahBrown	validation	Courtney	I thought the performances to be terribly strong in both leads, and ████████'s character provides plenty of dark humor.
SarahBrown	training	Robert DeNiro	From there it's all pretty predictable, but it involves some attractive fantasy elements, some warm-hearted commentary on the nature of love, and the best part, █████████████ as a gay pirate.
SarahBrown	validation	DeNiro	it's not the excessive lisp that most actors use to portray gay people, but a surprisingly effective one from someone used to being seen as a rough-and-gruff typecast character (thus the ongoing joke surrounding his character matching ██████'s own opening up into alternate forms of acting).
SarahBrown	testing	Stardust	████████ is the type of movie, perhaps, that will subsist on children's and fantasy-lover's shelves for a long time.
SarahBrown	training	Ricardo	Also, though I figure this was due to budgetary constraints, the ███████'s are shown to live in the same apartment for their entire stay in New York, when in reality they changed apartments in 1953.
SarahBrown	validation	Lucy	 There's also Desi talking about buying RKO in 1953, during ████'s red-scare incident, even though RKO did not hit the market until 1957.
SarahBrown	testing	Asher	"These changes well could have been for dramatic license, and the film does work at conveying the main facts, but would it have hurt them to show a bit more respect to Oppenheimer and █████, two vital figures in ""I Love Lucy"" history?"
SarahBrown	training	Lucy	The film's main fault is that it makes the assumption the viewers already know a great deal about ████'s life, since much is skimmed over or omitted at all.
SarahBrown	training	Neil Simon	This makes no sense given the singular specialness of this film, perhaps the best ██████████ ever wrote.
SarahBrown	validation	Willy	"The amazing thing about ""The Sunshine Boys"" is how much it rubs your noses in █████'s almost existential condition without turning you off at all."
SarahBrown	testing	Willy	"""89 years old and just like that, he dies of nothing'"" █████ says of one old songwriting friend, before deciding the man probably died from writing a song that rhymed ""lady"" with ""baby""."
SarahBrown	training	Lewis	His lines kill you, too, especially when he's trying to kill █████, for whom the TV reunion turns out to be a bad idea.
SarahBrown	validation	Herbert Ross	Director ████████████ shoots everything in a very casual and understated way, with low lighting and mid-range shots even in emotional moments so as to leave room for the comedy and the film's overall zen message of grace through quiet acceptance.
SarahBrown	testing	Ross	"You never get the feeling you are watching a movie, one of ""The Sunshine Boys"" many charms, and ████'s direction, like the acting of the three principals, goes a long way toward achieving that end."
SarahBrown	training	Martin Luther King	But Sjoman does something interesting: the structure is so slippery as the viewer one has to stay on toes; it's impressive that so many years on a picture can surprise with not being afraid to mix dramatic narrative, documentary, film-within-a-film, and even a serious interview with ██████████████████, who also acts as a quasi-guru for Lena.
SarahBrown	validation	Bergman	Where ███████ had it down to a T with making a purely emotional film with deconstruction tendencies, Sjoman is more apt at connecting with specific ideas while not actually directing always very well when it comes time to do big or subtle scenes with the actors.
SarahBrown	training	P.J. Soles	"It's amazing that actress ██████████ didn't become a big star after playing Riff Randall, #1 fan of the punk rock group the Ramones, in ""Rock 'n' Roll High School""."
SarahBrown	validation	Paul McCartney	"One Ramones song, ""I Want You Around"", is treated as a fantasy and is well captured; other incidental songs are good, particularly a rare ██████████████ ballad heard near the beginning (""Did We Meet Somewhere Before?"")."
SarahBrown	training	David Niven	Beautifully shot and acted, although ███████████ doesn't seem to be 27 years old, as his character claims to be.
SarahBrown	training	John Wayne's	The best film on the battle of San Antonio, Texas in March 1836, was ████████████ 1960 epic THE ALAMO.
SarahBrown	validation	Wayne	In a one shot job as director producer, that temporarily financially strapped him, █████ demonstrated that he was talented in movie making outside of his icon-like acting ability personifying the West.
SarahBrown	testing	Ruben Padilla	The role was played by an obscure actor, █████████████ (on this board, his thread shows only three credits listed).
SarahBrown	training	Benito Juarez	No political figure or military figure would rise to override him until █████████████ did in the late 1850s.
SarahBrown	validation	Fannin	His massacre of Col. ██████'s men at Goliad was inexcusable (one might make a case for the destruction of the defenders of the Alamo who were fighting to the last, but Fannin had surrendered).
SarahBrown	testing	Franklin Pierce's	"He would be President for the last time in 1853, in time to give █████████████████ horrendously bad administration it's one moment of glory - Santa Anna sold the border of Arizona and New Mexico (the ""Gadsden Purchase"") to the U.S."
SarahBrown	training	Santa Anna	 Julia's ██████████ is younger than the practiced cynic and schemer who became America's best land purchase agent.
SarahBrown	validation	David Ogden Stiers	Most of the time his chief aide, Col. Black (██████████████████, here a British born officer) holds his tongue - he does not wish to be in front of a firing squad as he could be.
SarahBrown	testing	Santa Anna	At the end, when alone with the newly widowed wives of the dead Alamo defenders, Stiers suggests that they tell the world what ██████████ is really like.
SarahBrown	training	Tsui Hark	Visually stunning and full of Eastern Philosophy, this amazing martial arts fantasy is brought to you by master director █████████, the man behind some of the best films Hong Kong cinema has produced.
SarahBrown	training	Runner	"He plays a different character than he usually does, because in other films like ""The Green Mile"", ""Indian ██████"", ""The Negotiator"" or ""The Langoliers"" he plays a very sympathetic person, and in ""Bait"" the plays almost the opposite, a man without any emotions, which was nice to see."
SarahBrown	training	Davies	"Well, ██████ then gets a job at a more prestigious studio (""High Art Studios"") and lands a job in stuffy period pieces."
SarahBrown	validation	Andre Telefair	A handsome but fake actor (██████████████) shows her the ropes of how to be the typical pretentious Hollywood star.
SarahBrown	testing	Marion Davies	"█████████████ is wonderful throughout, as she - outrageously - runs the gamut of emotions required of a ""serious"" actress."
SarahBrown	training	Valentine	"I just saw ""█████████"" and I have to say that it was the best slasher movie that I've seen in years."
SarahBrown	training	Jack Cardiff	"""A Matter of Life and Death"" has a brilliant cinematography by ████████████, a man who knew how to work wonders with a camera."
SarahBrown	training	Odysseus	Almost true to the original storyline - with some minor deviations and omissions, e.g. the absence of Scylla & Charybdis and the fact that Eumaeus the swineherd recognizes ████████ in disguise in his hut - realistic acting and authentic scenery and costumes all contribute to make this a truly memorable masterpiece,not some Hollywoodish sword-and-sandal B-flick.
SarahBrown	training	t.v.	I'm surprised that mine, so far, is the only comment on this ████ movie...as far as I'm aware, the series itself, has had a huge following, reviewer pundits and real people alike, have praised it to a person.
SarahBrown	validation	Tennison	"This abortion never looms large in the ensuing drama - it's very skilfully dealt with, in less than a couple of minutes screentime, a marvel of economy in scripting, and editing - but it's always there, as a counterpoint to ████████'s desperate efforts to find another ""lost child"" - a kidnap victim - before it's too late."
SarahBrown	testing	Tennison	The story takes many twists and turns,before the surprise ending, and one is fascinated, alike, by the plot, and characters (although I found the many villains a little overdrawn), the police, and especially ████████, herself, are not always competent, nor that likeable, which figures, given the unpleasant job that they have to do, in the sleazy underworld which this series, habitually inhabits.
SarahBrown	training	Mirren	"██████, herself, has said that she'll make no more movies in the series, but, excellent as she's always been in the role of Tennison, the series, itself, is as ""actor proof"" as is another addiction of mine"
SarahBrown	training	Bernard Malamud's	It totally jettisoned the downbeat ending of █████████████████ fatalistic book in favor of a romantic impressionism that was uniquely American.
SarahBrown	validation	Emily Watson's	 Pure love, as personified by ██████████████ Natalia, can transcend and allow all of us to be enhanced by its gifts simultaneously.
SarahBrown	training	Bugs Bunny's	When the circus comes to town and places the lion's cage directly over ████████████ home, Bugs ends up somewhere in the range right between freaked out and intrepid.
SarahBrown	training	Emilio Miraglia's	█████████████████ first Giallo feature, The Night Evelyn Came Out of the Grave, was a great combination of Giallo and Gothic horror - and this second film is even better!
SarahBrown	validation	Evelyn	It's obvious that the colour red is important to him, as it features heavily in both films; and he appears to have something against women called '██████'.
SarahBrown	testing	Barbara Bouchet	The female side of the cast is excellent with the stunning ███████████████ and Marina Malfatti heading up an eye-pleasing cast of ladies that aren't afraid to take their clothes off!
SarahBrown	training	Bruno Nicolai	The score courtesy of █████████████ is catchy, and even though it doesn't feature much of the psychedelic rock heard in The Night Evelyn Came Out of the Grave; it fits the film well.
SarahBrown	training	Gene Roddenberry	Broken Bow is in my opinion the best premier episode of any of the Treks, and I believe ████████████████ would surely be proud.
SarahBrown	training	Tom Capano	he is the quintessential narcissist and manipulator; in this case, portraying attorney (and murderer) ██████████.
SarahBrown	validation	Rachel Ward	We are sorry for the situation, but become simultaneously disgusted after seeing his victimization of several other women (including ███████████) as well.
SarahBrown	testing	Ann Rule's	All in all, an interesting story because it is based on a true murder, and you will want to read ██████████ book to get the accurate details.
SarahBrown	training	Chamberlain	In fact, the weather stays pretty bad throughout this atmospheric thriller, and only lawyer ███████████ has the answer.
SarahBrown	validation	Chamberlain	███████████ underplays throughout, especially during the underground discovery tour where I think he should have shown more growing awareness than he does.
SarahBrown	training	Pat Boone	Once you get over the image of squeaky clean █████████, as a supposedly bad boy, you'll have no trouble with the rest of the film.
SarahBrown	validation	Nick	In the early going, he is unreachable and cold, but as he slowly warms up to ████, we see that he's really a pretty good guy.
SarahBrown	testing	Andy Griffith	Think of it as the old █████████████ show with musical numbers, a little more plot, and wide screen Technicolor.
SarahBrown	training	Jimmy	It was when █████ gunned down the last surviving German, who raised his arms in surrender, that an artillery shell hit the steeple seriously wounding him.
SarahBrown	validation	Fred	It was almost by accident that ████ ran into Jimmy on the streets of New York City and discovered to his shock and surprise that he completely changed from the meek and non-violent person that he knew before he was sent to war on the European Western Front.
SarahBrown	testing	Jimmy	Smug and sure of himself, and his ability to shoot a gun, █████ had become a top mobster in New York City's underworld!
SarahBrown	training	Jimmy	"█████'s life of crime came full circle when Rose, after she found out about his secret life, ratted him out to the police to prevent him from executing a ""Valentine Day"" like massacre, with his gang members dressed as cops, of his rival mobsters."
SarahBrown	validation	Jimmy	While on trial █████ came to his senses and admitted his guilt willing to face the music and then, after his three year sentence is up, get his life back together.
SarahBrown	testing	Jimmy	But the thought of going back to prison, with at least another ten years added on to his sentence, was just too much for █████!
SarahBrown	training	Jimmy	It was then that █████ decided to end it all by letting the police who by then tracked him down do the job, that he himself didn't have the heart to do, for him!
SarahBrown	training	Kim	Many characters get to move through a range of emotions and all do so with skill and believability, especially the young woman (played by OK-vin ███) who becomes the object of the priest's love, lust and affection.
SarahBrown	validation	Poe	"Fans of Asian cinema (and Park in particular) and also fans of ███'s ""The Tell-tale Heart"" (watch and learn) should lap this up, it's yet another classy movie from a man who seems to take everything in his stride and always manages to put out nothing less than solid entertainment."
SarahBrown	training	Paul F. Ryan	Like a lot of good little films this was creatively a one-man show as ████████████ was both the writer and the director.
SarahBrown	validation	Ryan	████ takes a huge chance with the ending which tests the limits of the average viewer's sentimentality tolerance.
SarahBrown	testing	Sarah McLaughlin's	"Why the ending works is some combination of the audience need for a reward at the end of this kind of journey, the song (██████████████████ ""Sweet Surrender"") he goes out on, and the amazing editing of the final minute."
SarahBrown	training	Christensen	Although Phillips plays her standard alienated surly teen and ███████████ her intelligent daughter of a good family, they both bring more intensity to their roles than ever before.
SarahBrown	validation	Alicia	What is happening here is all about the two of them despite a lame side story about a police detective wondering around town trying to tie ██████ to the lone shooter.
SarahBrown	testing	Ryan	A story about two extremely disparate girls bonding and helping each other is hardly a novel idea and ████ could have easily steered this film into cliché and predictability.
SarahBrown	training	Picasso	It is said, that even ███████ was moved and cried that such a work of art can appear only once in 100 years!
SarahBrown	training	Julie	A real curiosity item in that it was the last major film █████ did for about 10 years and, in many ways, is a precursor to Victor/Victoria.
SarahBrown	training	Charles Dickens	A rather morbid tale one might think, but it is classic ███████████████, and also one of the most famous and popular Christmas stories of all time.
SarahBrown	validation	Dickens	To me this is the definitive version of ███████' timeless story; it's the one I always remember watching in school, and I remember being absolutely terrified by it!
SarahBrown	testing	Jacob Marley	The ghost of ████████████, the final scene with the ghost of Christmas present under the bridge, and the ghost of Christmas yet-to-come especially I found very frightening.
SarahBrown	training	Scrooge	Most notably included is a segment rarely seen in film adaptations of the original text - that of the ghost of Christmas present showing ███████ the two children hidden under his robe (you'd never get away with a scene like that nowadays!).
SarahBrown	validation	Snowman	Perfect holiday season viewing; coupled with copies of It's a Wonderful Life, Miracle on 34th Street and The ███████ and you've got everything you need.
